索引	任务ID	前置任务ID	其他开启条件(多个条件#号分割）	接任务NPC	完成条件ID（多个条件#号分割）	奖励(多个用#隔开)	数量	提示图片	按钮显示的内容	显示的标题(#为空)	对话内容(#分页)	领取任务之后对话	完成任务对话	奖励名称多语言(多个用#隔开)		
115	2050111	2050110	@@@	20008	20501111	1041006	15	set:bird_icon.json image:g1041_coin_11	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041006		taskaffter_20008
116	2052211	2052210	@@@	20007	20522111	9000001	2240	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
117	2052111	2052110	@@@	20003	20521111	9000001	1730	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
118	2050711	2050710	@@@	20002	20507111	9000001	2240	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
119	1050208	1050207	@@@	20009	10502081	9000001	4480	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
120	2050112	2050111	@@@	20008	20501121	1041001	100	set:bird_icon.json image:g1041_coin_09	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041001		taskaffter_20008
121	2052212	2052211	@@@	20007	20522121	9000001	2320	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
122	2052112	2052111	@@@	20003	20521121	9000001	1790	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
123	2050712	2050711	@@@	20002	20507121	9000001	2320	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
124	1060501	1050208	@@@	20009	10605011	9000001#9000002	3000#60	set:bird_icon.json image:storeitem_02#set:bird_icon.json image:storeitem_01	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001#fruitcoin_9000002		taskaffter_20009
125	2060101	2050112	@@@	20008	20601011	1041003	20	set:bird_icon.json image:g1041_coin_14	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041003		taskaffter_20008
126	2062201	2052212	@@@	20007	20622011	9000001	2320	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
127	2062101	2052112	@@@	20003	20621011	9000001	1790	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
128	2060701	2050712	@@@	20002	20607011	9000001	2320	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
129	1060601	1060501	@@@	20009	10606011	9000001	5760	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
130	2060102	2060101	@@@	20008	20601021	1041004	20	set:bird_icon.json image:g1041_coin_15	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041004		taskaffter_20008
131	2062202	2062201	@@@	20007	20622021	9000001	2990	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
132	2062102	2062101	@@@	20003	20621021	9000001	2300	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
133	2060702	2060701	@@@	20002	20607021	9000001	2990	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
134	1060201	1060601	@@@	20009	10602011	9000001	6400	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
135	2060103	2060102	@@@	20008	20601031	1041005	25	set:bird_icon.json image:g1041_coin_12	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041005		taskaffter_20008
136	2062203	2062202	@@@	20007	20622031	9000001	3320	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
137	2062103	2062102	@@@	20003	20621031	9000001	2560	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
138	2060703	2060702	@@@	20002	20607031	9000001	3320	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
139	1060202	1060201	@@@	20009	10602021	9000001	7040	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
140	2060104	2060103	@@@	20008	20601041	1041006	20	set:bird_icon.json image:g1041_coin_11	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041006		taskaffter_20008
141	2062204	2062203	@@@	20007	20622041	9000001	3660	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
142	2062104	2062103	@@@	20003	20621041	9000001	2820	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
143	2060704	2060703	@@@	20002	20607041	9000001	3660	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
144	1060203	1060202	@@@	20009	10602031	9000001	7680	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
145	2060105	2060104	@@@	20008	20601051	1041009	15	set:bird_icon.json image:g1041_coin_10	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041009		taskaffter_20008
146	2062205	2062204	@@@	20007	20622051	9000001	3990	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
147	2062105	2062104	@@@	20003	20621051	9000001	3070	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
148	2060705	2060704	@@@	20002	20607051	9000001	3990	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
149	1060204	1060203	@@@	20009	10602041	9000001	8320	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
150	2060106	2060105	@@@	20008	20601061	1041001	120	set:bird_icon.json image:g1041_coin_09	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041001		taskaffter_20008
151	2062206	2062205	@@@	20007	20622061	9000001	4320	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
152	2062106	2062105	@@@	20003	20621061	9000001	3330	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
153	2060706	2060705	@@@	20002	20607061	9000001	4320	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
154	1060602	1060204	@@@	20009	10606021	9000001	8960	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
155	2060107	2060106	@@@	20008	20601071	1041004	25	set:bird_icon.json image:g1041_coin_15	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041004		taskaffter_20008
156	2062207	2062206	@@@	20007	20622071	9000001	4650	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
157	2062107	2062106	@@@	20003	20621071	9000001	3580	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
158	2060707	2060706	@@@	20002	20607071	9000001	4650	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
159	1060205	1060602	@@@	20009	10602051	9000001	9600	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
160	2060108	2060107	@@@	20008	20601081	1041005	30	set:bird_icon.json image:g1041_coin_12	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041005		taskaffter_20008
161	2062208	2062207	@@@	20007	20622081	9000001	4990	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
162	2062108	2062107	@@@	20003	20621081	9000001	3840	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
163	2060708	2060707	@@@	20002	20607081	9000001	4990	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
164	1060206	1060205	@@@	20009	10602061	9000001	10240	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
165	2060109	2060108	@@@	20008	20601091	1041006	25	set:bird_icon.json image:g1041_coin_11	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041006		taskaffter_20008
166	2062209	2062208	@@@	20007	20622091	9000001	5330	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
167	2062109	2062108	@@@	20003	20621091	9000001	4100	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
168	2060709	2060708	@@@	20002	20607091	9000001	5330	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
169	1060207	1060206	@@@	20009	10602071	9000001	10880	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
170	2060110	2060109	@@@	20008	20601101	1041009	20	set:bird_icon.json image:g1041_coin_10	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041009		taskaffter_20008
171	2062210	2062209	@@@	20007	20622101	9000001	5650	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
172	2062110	2062109	@@@	20003	20621101	9000001	4350	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
173	2060710	2060709	@@@	20002	20607101	9000001	5650	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
174	1060208	1060207	@@@	20009	10602081	9000001	11520	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
175	2060111	2060110	@@@	20008	20601111	1041003	25	set:bird_icon.json image:g1041_coin_14	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041003		taskaffter_20008
176	2062211	2062210	@@@	20007	20622111	9000001	5990	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
177	2062111	2062110	@@@	20003	20621111	9000001	4610	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
178	2060711	2060710	@@@	20002	20607111	9000001	5990	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
179	1070501	1060208	@@@	20009	10705011	9000001#9000002	10000#70	set:bird_icon.json image:storeitem_02#set:bird_icon.json image:storeitem_01	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001#fruitcoin_9000002		taskaffter_20009
180	2070101	2060111	@@@	20008	20701011	1041004	30	set:bird_icon.json image:g1041_coin_15	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041004		taskaffter_20008
181	2072201	2062211	@@@	20007	20722011	9000001	5990	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
182	2072101	2062111	@@@	20003	20721011	9000001	4610	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
183	2070701	2060711	@@@	20002	20707011	9000001	5990	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
184	1070601	1070501	@@@	20009	10706011	9000001	12800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
185	2070102	2070101	@@@	20008	20701021	1041005	35	set:bird_icon.json image:g1041_coin_12	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041005		taskaffter_20008
186	2072202	2072201	@@@	20007	20722021	9000001	6650	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
187	2072102	2072101	@@@	20003	20721021	9000001	5120	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
188	2070702	2070701	@@@	20002	20707021	9000001	6650	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
189	1070201	1070601	@@@	20009	10702011	9000001	15360	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
190	2070103	2070102	@@@	20008	20701031	1041006	30	set:bird_icon.json image:g1041_coin_11	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041006		taskaffter_20008
191	2072203	2072202	@@@	20007	20722031	9000001	7980	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
192	2072103	2072102	@@@	20003	20721031	9000001	6140	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
193	2070703	2070702	@@@	20002	20707031	9000001	7980	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
194	1070202	1070201	@@@	20009	10702021	9000001	17920	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
195	2070104	2070103	@@@	20008	20701041	1041009	25	set:bird_icon.json image:g1041_coin_10	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041009		taskaffter_20008
196	2072204	2072203	@@@	20007	20722041	9000001	9320	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
197	2072104	2072103	@@@	20003	20721041	9000001	7170	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
198	2070704	2070703	@@@	20002	20707041	9000001	9320	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
199	1070203	1070202	@@@	20009	10702031	9000001	20480	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
200	2070105	2070104	@@@	20008	20701051	1041001	140	set:bird_icon.json image:g1041_coin_09	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_1041001		taskaffter_20008
201	2072205	2072204	@@@	20007	20722051	9000001	10640	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
202	2072105	2072104	@@@	20003	20721051	9000001	8190	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
203	2070705	2070704	@@@	20002	20707051	9000001	10640	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
204	1070204	1070203	@@@	20009	10702041	9000001	23040	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
